id,sentence,argument_head,predicate_head,role,label
ewt-train-64,"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ' , in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions "" .",40,38,PRODUCT,0
ewt-train-64,"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ' , in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions "" .",52,54,PRODUCT,0
ewt-train-64,"Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin , an Al - Qaeda operative in Saudi Arabia on an Islamic website ' the voice of Jihad ' , in which he stated that "" although mutilating dead bodies is not originally permitted in Islam , but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions "" .",67,65,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",0,1,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",4,7,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",8,7,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",17,19,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",27,29,PRODUCT,0
ewt-train-65,"He added that "" America does not understand anything except the language of force and retaliation , they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see "" , and that "" the day will come when the dead bodies of Americans and Jews would be dragged , defiled , and stepped on in the Arabian peninsula together with their agents and supporters "" .",50,57,PRODUCT,0
ewt-train-67,"We all know what happened , but even to this day , there are many different versions and opinions on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .",0,2,PRODUCT,0
ewt-train-67,"We all know what happened , but even to this day , there are many different versions and opinions on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .",3,4,PRODUCT,0
ewt-train-74,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .",0,9,PRODUCT,0
ewt-train-74,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .",15,18,PRODUCT,0
ewt-train-74,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .",20,18,PRODUCT,0
ewt-train-74,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation .",32,36,PRODUCT,0
ewt-train-78,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .,2,9,PRODUCT,0
ewt-train-78,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .,12,9,PRODUCT,1
ewt-train-78,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .,12,17,PRODUCT,0
ewt-train-81,"The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day .",2,24,PRODUCT,0
ewt-train-81,"The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day .",2,28,PRODUCT,0
ewt-train-81,"The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day .",31,28,PRODUCT,0
ewt-train-83,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .",1,33,PRODUCT,0
ewt-train-83,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .",37,33,PRODUCT,0
ewt-train-83,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .",47,53,PRODUCT,0
ewt-train-83,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .",56,58,PRODUCT,0
ewt-train-85,There is a lot to learn about Chernobyl .,3,1,PRODUCT,0
ewt-train-87,There are a wealth of references on Chernobyl .,3,1,PRODUCT,0
ewt-train-89,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl :,1,2,PRODUCT,0
ewt-train-89,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl :,5,2,PRODUCT,0
ewt-train-89,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl :,5,7,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,2,7,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,6,7,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,9,7,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,14,15,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,16,15,PRODUCT,0
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,30,34,PRODUCT,1
ewt-train-118,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....,46,44,PRODUCT,0
ewt-train-122,The Chernobyl Children 's Project ( http://www.adiccp.org/home/default.asp ) offers several ways to help the children of that region .,4,8,PRODUCT,0
ewt-train-122,The Chernobyl Children 's Project ( http://www.adiccp.org/home/default.asp ) offers several ways to help the children of that region .,10,8,PRODUCT,0
ewt-train-125,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,0,3,PRODUCT,0
ewt-train-125,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,5,3,PRODUCT,0
ewt-train-125,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,5,8,PRODUCT,0
ewt-train-125,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,9,8,PRODUCT,0
ewt-train-125,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,24,22,PRODUCT,0
ewt-train-132,"These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",0,1,PRODUCT,0
ewt-train-132,"These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",9,4,PRODUCT,0
ewt-train-132,"These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",29,26,PRODUCT,0
ewt-train-135,"Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .",0,1,PRODUCT,0
ewt-train-135,"Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .",2,1,PRODUCT,0
ewt-train-135,"Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .",4,1,PRODUCT,0
ewt-train-145,Al - Zawahiri attempted to use Musharraf 's lack of progress in helping the Muslims of that Indian state as a justification for his overthrow .,2,3,PRODUCT,0
ewt-train-146,"The Kashmir issue generates far more terrorism , and even the threat of nuclear war , than Iraq ever did .",2,3,PRODUCT,0
ewt-train-146,"The Kashmir issue generates far more terrorism , and even the threat of nuclear war , than Iraq ever did .",6,3,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",0,1,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",4,1,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",8,1,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",12,1,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",18,15,PRODUCT,0
ewt-train-153,"Israel owes the United States at least this much , in this crisis , to cease militarily unnecessary provocations and establish genuine peace .",22,20,PRODUCT,0
ewt-train-159,The Americans have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households .,1,2,PRODUCT,0
ewt-train-159,The Americans have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households .,19,18,PRODUCT,1
ewt-train-159,The Americans have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households .,22,21,PRODUCT,0
ewt-train-160,"We need an FDR in Iraq , not a Ronald Reagan .",0,1,PRODUCT,0
ewt-train-160,"We need an FDR in Iraq , not a Ronald Reagan .",3,1,PRODUCT,0
ewt-train-160,"We need an FDR in Iraq , not a Ronald Reagan .",5,1,PRODUCT,0
ewt-train-160,"We need an FDR in Iraq , not a Ronald Reagan .",10,1,PRODUCT,0
ewt-train-163,"The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball .",1,6,PRODUCT,0
ewt-train-164,George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president .,2,3,PRODUCT,0
ewt-train-164,George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president .,7,8,PRODUCT,0
ewt-train-164,George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president .,10,8,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",1,5,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",7,8,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",10,8,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",16,17,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",23,28,PRODUCT,0
ewt-train-165,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .",29,28,PRODUCT,0
ewt-train-167,' Bush fails reporter 's pop quiz on international leaders,1,2,PRODUCT,0
ewt-train-167,' Bush fails reporter 's pop quiz on international leaders,6,2,PRODUCT,0
ewt-train-172,"The front - runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller , a political reporter for WHDH - TV in Boston .",3,10,PRODUCT,0
ewt-train-172,"The front - runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller , a political reporter for WHDH - TV in Boston .",17,10,PRODUCT,0
ewt-train-174,"Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan .",0,1,PRODUCT,0
ewt-train-174,"Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan .",2,1,PRODUCT,0
ewt-train-174,"Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan .",6,4,PRODUCT,0
ewt-train-178,"Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .",0,1,PRODUCT,0
ewt-train-178,"Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .",7,10,PRODUCT,0
ewt-train-178,"Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .",11,10,PRODUCT,0
ewt-train-179,""" Wait , wait , is this 50 questions ? "" asked Bush .",12,11,PRODUCT,0
ewt-train-180,"Hiller replied : "" No , it 's four questions of four leaders in four hot spots . "" . . .",0,1,PRODUCT,0
ewt-train-183,Gore released a statement Friday taking Bush to task for his comments on Pakistan 's recent coup .,0,1,PRODUCT,0
ewt-train-183,Gore released a statement Friday taking Bush to task for his comments on Pakistan 's recent coup .,3,1,PRODUCT,0
ewt-train-184,""" I find it troubling that a candidate for president in our country -- the world 's oldest democracy -- would characterize the military takeover as "" good news , "" Gore said .",7,21,PRODUCT,0
ewt-train-184,""" I find it troubling that a candidate for president in our country -- the world 's oldest democracy -- would characterize the military takeover as "" good news , "" Gore said .",24,21,PRODUCT,0
ewt-train-184,""" I find it troubling that a candidate for president in our country -- the world 's oldest democracy -- would characterize the military takeover as "" good news , "" Gore said .",31,32,PRODUCT,0
ewt-train-187,""" It is very dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council .",7,9,PRODUCT,0
ewt-train-187,""" It is very dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council .",11,9,PRODUCT,0
ewt-train-187,""" It is very dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council .",20,18,PRODUCT,0
ewt-train-188,"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """,12,13,PRODUCT,0
ewt-train-188,"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """,19,16,PRODUCT,0
ewt-train-188,"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """,34,61,PRODUCT,1
ewt-train-188,"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """,63,61,PRODUCT,0
ewt-train-200,Another answer is that Edwards certainly knows far more about foreign affairs now than Bush did then .,1,2,PRODUCT,0
ewt-train-202,"This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland .",0,1,PRODUCT,0
ewt-train-202,"This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland .",13,14,PRODUCT,0
ewt-train-202,"This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland .",26,25,PRODUCT,0
ewt-train-202,"This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland .",30,29,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",0,2,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",11,13,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",14,13,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",20,19,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",29,35,PRODUCT,0
ewt-train-216,"It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war .",34,35,PRODUCT,0
ewt-train-223,"By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles .",3,6,PRODUCT,0
ewt-train-223,"By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles .",5,6,PRODUCT,0
ewt-train-223,"By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles .",12,6,PRODUCT,0
ewt-train-223,"By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles .",20,16,PRODUCT,0
ewt-train-226,The bungling of post-war Iraq by the Bush administration created a weak and failed state .,1,9,PRODUCT,0
ewt-train-226,The bungling of post-war Iraq by the Bush administration created a weak and failed state .,14,9,PRODUCT,0
ewt-train-228,"The US chose to ally itself with such groups as the Supreme Council for the Islamic Revolution in Iraq , whose 15,000 - strong Badr Corps paramilitary was trained by the Iranian Revolutionary Guards .",1,2,PRODUCT,0
ewt-train-228,"The US chose to ally itself with such groups as the Supreme Council for the Islamic Revolution in Iraq , whose 15,000 - strong Badr Corps paramilitary was trained by the Iranian Revolutionary Guards .",5,4,PRODUCT,0
ewt-train-228,"The US chose to ally itself with such groups as the Supreme Council for the Islamic Revolution in Iraq , whose 15,000 - strong Badr Corps paramilitary was trained by the Iranian Revolutionary Guards .",26,28,PRODUCT,0
ewt-train-248,THE DAILY STAR publishes this commentary in agreement with Agence Global,2,3,PRODUCT,0
ewt-train-248,THE DAILY STAR publishes this commentary in agreement with Agence Global,5,3,PRODUCT,0
ewt-train-248,THE DAILY STAR publishes this commentary in agreement with Agence Global,7,3,PRODUCT,0
ewt-train-249,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process,0,1,PRODUCT,0
ewt-train-249,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process,6,13,PRODUCT,0
ewt-train-249,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process,15,13,PRODUCT,0
ewt-train-249,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process,25,21,PRODUCT,0
ewt-train-250,But there are strong hints in the country that a new Indo - Sri Lanka defense deal could be in the making .,4,2,PRODUCT,0
ewt-train-250,But there are strong hints in the country that a new Indo - Sri Lanka defense deal could be in the making .,7,2,PRODUCT,0
ewt-train-257,And that explains the delay in the signing of a formal defense agreement that was at the heart of Sri Lankan President Chandrika Kumaratunga 's four - day visit to India recently .,1,2,PRODUCT,0
ewt-train-257,And that explains the delay in the signing of a formal defense agreement that was at the heart of Sri Lankan President Chandrika Kumaratunga 's four - day visit to India recently .,4,2,PRODUCT,0
ewt-train-258,"According to Professor S D Muni , South Asia expert at the Jawaharal Nehru University , the two - year peace talks between Colombo and the Liberation Tigers of Tamil Eelam ( LTTE ) are stalemated .",5,35,PRODUCT,0
